Jucator: 0,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
2098,Khéphren Thuram,83,team-of-the-week,CM,France,Ligue 1 Uber Eats,OGC Nice,81,76,81,83,82,83
2099,Darko Lazović,83,team-of-the-week,CF,Serbia,Serie A TIM,Hellas Verona,91,77,81,84,71,70
2100,Solly March,83,team-of-the-week,RM,England,Premier League,Brighton,82,76,83,85,75,72
2101,Rubén Alcaraz,83,team-of-the-week,CDM,Spain,LaLiga Santander,Cádiz CF,65,80,84,79,83,88
2102,Guilherme Sityá,83,team-of-the-week,LB,Brazil,Süper Lig,Konyaspor,91,71,80,83,78,87
2103,Sverrir Ingi Ingason,83,team-of-the-week,CB,Iceland,Hellas Liga,PAOK,70,60,66,65,85,84
2104,Jamie Maclaren,83,team-of-the-week,ST,Australia,A-League,Melbourne City,90,84,76,81,46,84
2105,Fabio Borini,83,team-of-the-week,LW,Italy,Süper Lig,Karagümrük SK,88,85,80,85,50,77
2106,Levi García,83,team-of-the-week,RW,Trinidad & Tobago,Hellas Liga,AEK Athens,94,76,80,90,40,80
2107,Aaron Mooy,83,team-of-the-week,CM,Australia,cinch Premiership,Celtic,73,80,85,81,76,82
2108,Brais Méndez,83,team-of-the-week,CAM,Spain,LaLiga Santander,Real Sociedad,80,80,83,81,60,70
2109,Connor Roberts,83,team-of-the-week,RB,Wales,EFL Championship,Burnley,86,60,77,78,80,82
2110,Nuno Mendes,83,fut-champions,LB,Portugal,Ligue 1 Uber Eats,Paris SG,92,60,77,81,78,77
2111,Lovro Majer,83,fut-champions,CM,Croatia,Ligue 1 Uber Eats,Stade Rennais FC,73,77,84,86,64,71
2112,Lovro Majer,83,team-of-the-week,CM,Croatia,Ligue 1 Uber Eats,Stade Rennais FC,73,77,84,86,64,71
2113,Nuno Mendes,83,team-of-the-week,LB,Portugal,Ligue 1 Uber Eats,Paris SG,92,60,77,81,78,77
2114,André Silva,83,world-cup-player,ST,Portugal,World Cup,Portugal,75,84,71,83,48,79
2115,Steven Berghuis,83,world-cup-player,CAM,Netherlands,World Cup,Holland,81,83,84,83,41,70
2116,Arnaut Danjuma,83,world-cup-player,LM,Netherlands,World Cup,Holland,89,82,76,83,43,69
2117,Jonathan Tah,83,world-cup-player,CB,Germany,World Cup,Germany,68,38,60,62,84,86
2118,Antony,83,world-cup-player,RW,Brazil,World Cup,Brazil,94,75,76,87,40,70
2119,Otávio,83,world-cup-player,RM,Portugal,World Cup,Portugal,79,70,81,86,64,72
2120,Julian Brandt,83,world-cup-player,CAM,Germany,World Cup,Germany,68,79,83,86,49,66
2121,Christian Eriksen,83,world-cup-player,CM,Denmark,World Cup,Denmark,62,79,89,81,54,53
2122,Denzel Dumfries,83,world-cup-player,RWB,Netherlands,World Cup,Holland,84,64,71,74,79,90
2123,Ben Chilwell,83,world-cup-player,LWB,England,World Cup,England,77,61,79,79,79,76
2124,Nico Schlotterbeck,83,world-cup-player,CB,Germany,World Cup,Germany,77,57,67,73,85,79
2125,Noussair Mazraoui,83,world-cup-player,RB,Morocco,World Cup,Morocco,85,67,78,83,77,75
2126,Christian Pulisic,83,world-cup-player,LW,United States,World Cup,United States,88,72,74,87,38,60
2127,Gayà,83,world-cup-player,LB,Spain,World Cup,Spain,84,62,77,81,79,74
2128,Sebastián Coates,83,world-cup-player,CB,Uruguay,World Cup,Uruguay,69,50,56,63,85,88
2129,Matthias Ginter,83,world-cup-player,CB,Germany,World Cup,Germany,61,60,72,67,85,80
2130,Emre Can,83,world-cup-player,CM,Germany,World Cup,Germany,81,79,78,81,83,88
2131,Lucas Paquetá,83,world-cup-player,CAM,Brazil,World Cup,Brazil,73,79,80,86,70,79
2132,Raúl Albiol,83,world-cup-player,CB,Spain,World Cup,Spain,39,42,63,64,86,72
2133,Robin Gosens,83,world-cup-player,LWB,Germany,World Cup,Germany,83,76,75,80,78,81
2134,Tammy Abraham,83,world-cup-player,ST,England,World Cup,England,84,82,67,79,37,81
2135,Darwin Núñez,83,world-cup-player,ST,Uruguay,World Cup,Uruguay,90,83,69,78,43,87
2136,Timo Werner,83,world-cup-player,ST,Germany,World Cup,Germany,91,81,70,83,36,70
2137,Florian Wirtz,83,world-cup-player,CAM,Germany,World Cup,Germany,79,74,81,87,52,61
2138,Lucas Digne,83,world-cup-player,LB,France,World Cup,France,79,70,81,80,78,77
2139,Dani Olmo,83,world-cup-player,CAM,Spain,World Cup,Spain,68,77,82,87,51,61
2140,Bukayo Saka,83,world-cup-player,RM,England,World Cup,England,85,75,79,84,66,66
2141,Iñigo Martínez,83,world-cup-player,CB,Spain,World Cup,Spain,72,57,68,62,83,81
2142,Andrej Kramarić,83,world-cup-player,CF,Croatia,World Cup,Croatia,72,82,80,86,31,73
2143,Raúl Jiménez,83,world-cup-player,ST,Mexico,World Cup,Mexico,74,82,77,81,48,83
2144,Azpilicueta,83,world-cup-player,CB,Spain,World Cup,Spain,65,56,77,73,85,77
2145,Andreas Christensen,83,world-cup-player,CB,Denmark,World Cup,Denmark,69,33,67,71,85,75
2146,Raphaël Guerreiro,83,world-cup-player,LB,Portugal,World Cup,Portugal,75,78,87,88,76,56
2147,Gonçalo Guedes,83,world-cup-player,ST,Portugal,World Cup,Portugal,87,84,75,84,39,71
2148,Toby Alderweireld,83,world-cup-player,CB,Belgium,World Cup,Belgium,58,56,71,68,86,76
2149,Olivier Giroud,83,world-cup-player,ST,France,World Cup,France,43,84,73,74,43,79
2150,Simon Kjær,83,world-cup-player,CB,Denmark,World Cup,Denmark,63,55,65,61,85,79
2151,Aurélien Tchouaméni,83,world-cup-player,CM,France,World Cup,France,71,71,80,79,82,83
2152,Idrissa Gueye,83,world-cup-player,CDM,Senegal,World Cup,Senegal,68,67,73,79,84,77
2153,Ferran Torres,83,world-cup-player,LW,Spain,World Cup,Spain,85,80,80,84,36,68
2154,Djibril Sow,83,out-of-position,RB,Switzerland,Bundesliga,Frankfurt,84,70,80,82,80,81
2156,Davide Biraschi,83,squad-foundations,CB,Italy,Süper Lig,Karagümrük SK,77,46,72,80,86,82
2157,Yunus Mallı,83,squad-foundations,CAM,Turkey,Süper Lig,Kasımpaşa,82,81,84,85,45,67
2158,Yeray,83,team-of-the-week,CB,Spain,LaLiga Santander,Athletic Club,70,52,66,68,85,81
2159,Álex Moreno,83,team-of-the-week,LB,Spain,LaLiga Santander,Real Betis,91,71,77,79,79,73
2160,Antonio Candreva,83,team-of-the-week,CM,Italy,Serie A TIM,Salernitana,75,82,84,84,64,65
2161,Pervis Estupiñán,83,rulebreakers,LB,Ecuador,Premier League,Brighton,87,51,77,70,84,81
2162,Przemysław Frankowski,83,rulebreakers,LWB,Poland,Ligue 1 Uber Eats,RC Lens,89,76,78,80,82,81
2163,Joselu,83,team-of-the-week,ST,Spain,LaLiga Santander,RCD Espanyol,65,84,73,78,35,77
2164,Jeremie Frimpong,83,team-of-the-week,RWB,Netherlands,Bundesliga,Leverkusen,95,58,77,86,76,74
2165,Adrien Rabiot,83,team-of-the-week,CM,France,Serie A TIM,Juventus,78,77,80,83,79,82
2166,Owen Wijndal,83,squad-foundations,LB,Netherlands,Eredivisie,Ajax,88,57,80,82,78,80
2167,Riechedly Bazoer,83,squad-foundations,CM,Netherlands,Eredivisie,AZ,77,74,83,84,80,83
2168,Nuno Santos,83,squad-foundations,LW,Portugal,Liga Portugal,Sporting CP,88,82,81,85,63,74
2169,Wilson Manafá,83,squad-foundations,RB,Portugal,Liga Portugal,FC Porto,93,65,77,80,80,77
2170,Facundo Quignon,83,squad-foundations,CDM,Argentina,Major League Soccer,FC Dallas,76,70,78,84,83,87
2171,Nicolás Lodeiro,83,squad-foundations,CAM,Uruguay,Major League Soccer,Sounders FC,76,80,86,87,53,73
2172,Christian Kabasele,83,squad-foundations,CB,Belgium,EFL Championship,Watford,74,57,62,68,84,86
2174,Deulofeu,83,team-of-the-week,ST,Spain,Serie A TIM,Udinese,93,82,79,86,33,71
2175,William Saliba,83,team-of-the-week,CB,France,Premier League,Arsenal,80,43,71,75,84,82
2176,De Tomás,83,rare,ST,Spain,LaLiga Santander,Rayo Vallecano,77,84,77,83,40,78
2177,Daichi Kamada,83,team-of-the-week,CAM,Japan,Bundesliga,Frankfurt,78,73,82,86,50,64
2178,Carlos Soler,83,rare,CM,Spain,Ligue 1 Uber Eats,Paris SG,80,77,83,80,71,72
2179,Fabián,83,rare,CM,Spain,Ligue 1 Uber Eats,Paris SG,61,79,80,83,74,72
2180,Duván Zapata,83,rare,ST,Colombia,Serie A TIM,Bergamo Calcio,78,82,63,79,35,85
2181,Pau Torres,83,rare,CB,Spain,LaLiga Santander,Villarreal CF,73,38,67,70,84,81
2182,Fernando,83,rare,CDM,Brazil,LaLiga Santander,Sevilla FC,65,62,76,73,83,81
2183,Piqué,83,rare,CB,Spain,LaLiga Santander,FC Barcelona,56,61,71,68,84,77
2184,Piotr Zieliński,83,rare,CAM,Poland,Serie A TIM,Napoli,81,76,81,86,70,62
2185,Antoine Griezmann,83,rare,ST,France,LaLiga Santander,Atlético de Madrid,80,82,83,85,52,72
2186,Raphinha,83,rare,RW,Brazil,LaLiga Santander,FC Barcelona,91,79,77,85,50,73
2187,Merino,83,rare,CM,Spain,LaLiga Santander,Real Sociedad,73,78,81,82,82,81
2188,Luis Alberto,83,rare,CM,Spain,Serie A TIM,Latium,54,75,86,83,57,57
2189,Ousmane Dembélé,83,rare,RW,France,LaLiga Santander,FC Barcelona,93,77,79,87,36,56
2190,Diego Carlos,83,rare,CB,Brazil,Premier League,Aston Villa,76,47,63,67,82,82
2191,Presnel Kimpembe,83,rare,CB,France,Ligue 1 Uber Eats,Paris SG,80,43,68,69,83,86
2192,Thomas Lemar,83,rare,CM,France,LaLiga Santander,Atlético de Madrid,82,78,83,87,68,64
2193,Ángel Correa,83,rare,ST,Argentina,LaLiga Santander,Atlético de Madrid,85,84,77,87,50,74
2194,Cristian Romero,83,rare,CB,Argentina,Premier League,Spurs,73,46,57,65,85,82
2195,Marco Asensio,83,rare,RW,Spain,LaLiga Santander,Real Madrid,82,80,81,83,43,62
2196,Ronald Araujo,83,rare,CB,Uruguay,LaLiga Santander,FC Barcelona,77,51,65,61,83,83
2197,Raul De Tomas Gomez,83,nif,ST,Spain,LaLiga Santander,RCD Espanyol,77,84,77,83,40,78
2198,John Stones,83,rare,CB,England,Premier League,Manchester City,72,51,71,75,84,77
2200,Carlos Soler Barragan,83,nif,CM,Spain,Ligue 1 Uber Eats,Paris SG,80,77,83,80,71,72
2201,José María Giménez,83,rare,CB,Uruguay,LaLiga Santander,Atlético de Madrid,71,46,57,60,85,83
2202,Bremer,83,rare,CB,Brazil,Serie A TIM,Juventus,78,50,56,65,84,79
2203,Ricardo Pereira,83,rare,RB,Portugal,Premier League,Leicester City,79,67,79,81,80,73
2204,Pierre-Emile Højbjerg,83,rare,CDM,Denmark,Premier League,Spurs,55,73,77,77,80,82
2205,Rúben Neves,83,rare,CM,Portugal,Premier League,Wolves,58,74,86,77,76,73
2206,Ferland Mendy,83,rare,LB,France,LaLiga Santander,Real Madrid,92,64,77,78,78,84
2207,Jordan Henderson,83,rare,CM,England,Premier League,Liverpool,66,74,83,78,78,81
2208,Roberto Firmino,83,rare,CF,Brazil,Premier League,Liverpool,74,76,79,87,59,78
2209,David Silva,83,rare,CAM,Spain,LaLiga Santander,Real Sociedad,61,72,86,85,52,53
2210,Jesús Navas,83,rare,RB,Spain,LaLiga Santander,Sevilla FC,85,68,82,81,79,57
2211,Angeliño,83,rare,LWB,Spain,Bundesliga,TSG Hoffenheim,78,71,82,84,76,70
2212,Victor Osimhen,83,rare,ST,Nigeria,Serie A TIM,Napoli,90,82,65,78,40,81
2213,Fabian Ruiz Pena,83,nif,CM,Spain,Ligue 1 Uber Eats,Paris SG,61,79,80,83,74,72
2214,Hakim Ziyech,83,rare,RW,Morocco,Premier League,Chelsea,76,77,87,83,50,65
2215,Gabriel Jesus,83,rare,ST,Brazil,Premier League,Arsenal,84,82,74,86,40,74
2216,Cody Gakpo,83,rare,LW,Netherlands,Eredivisie,PSV,87,82,77,84,41,74
2217,Koke,83,rare,CM,Spain,LaLiga Santander,Atlético de Madrid,70,72,84,79,78,79
2218,Konrad Laimer,83,rare,CDM,Austria,Bundesliga,RB Leipzig,84,68,78,79,81,78
2219,Manprit Sarkaria,82,domestic-man-of-the-match,ST,Austria,Österreichische Fußball-Bundesliga,SK Sturm Graz,92,82,81,84,46,78
2220,David Douděra,82,domestic-man-of-the-match,RB,Czech Republic,Česká Liga,Slavia Praha,93,74,75,82,78,74
2221,Mikael Uhre,82,team-of-the-week,ST,Denmark,Major League Soccer,Philadelphia,96,83,61,80,44,87
2222,Amahl Pellegrino,82,team-of-the-week,LW,Norway,Eliteserien,FK Bodø/Glimt,95,83,78,82,50,70
2223,Gianluca Lapadula,82,team-of-the-week,ST,Peru,Calcio B,Cagliari,85,82,70,84,34,77
2224,Benjamin Šeško,82,team-of-the-week,ST,Slovenia,Österreichische Fußball-Bundesliga,RB Salzburg,90,82,72,81,54,85
2225,Anel Ahmedhodžić,82,domestic-man-of-the-match,CB,Bosnia Herzegovina,EFL Championship,Sheffield Utd,85,46,73,76,82,87
2226,Terem Moffi,82,team-of-the-week,ST,Nigeria,Ligue 1 Uber Eats,OGC Nice,82,84,65,80,36,85
2227,Jordan Morris,82,team-of-the-week,LM,United States,Major League Soccer,Sounders FC,91,82,81,82,50,87
2228,Arnaut Danjuma,82,rare,LM,Netherlands,Premier League,Spurs,88,81,75,82,42,68
2229,Nuno Tavares,82,fut-future-stars,LB,Portugal,Ligue 1 Uber Eats,OM,87,60,74,82,75,82
2230,Nicolò Rovella,82,fut-future-stars,CM,Italy,Serie A TIM,AC Monza,74,60,77,78,70,67
2231,Jacob Ramsey,82,fut-future-stars,CM,England,Premier League,Aston Villa,80,77,77,82,73,80
2232,Jesper Lindstrøm,82,fut-future-stars,CAM,Denmark,Bundesliga,Frankfurt,90,78,77,84,56,71
2233,Ruslan Malinovskyi,82,rare,CF,Ukraine,Ligue 1 Uber Eats,OM,76,81,83,81,64,80
2234,Ulisses Garcia,82,team-of-the-week,LB,Switzerland,Credit Suisse Super League,BSC Young Boys,90,54,74,80,78,86
2235,Vincent Janssen,82,team-of-the-week,ST,Netherlands,1A Pro League,Royal Antwerp FC,85,81,74,80,51,92
2236,Eddie Nketiah,82,team-of-the-week,ST,England,Premier League,Arsenal,90,81,66,84,33,71
2237,Ramiz Zerrouki,82,team-of-the-week,CM,Algeria,Eredivisie,FC Twente,83,74,80,82,78,88
2238,Raúl Jiménez,82,fk8amxu,ST,Mexico,Premier League,Wolves,73,81,76,80,47,82
2239,Christian Pulisic,82,fk8amxu,LW,United States,Premier League,Chelsea,87,71,73,86,37,59
2240,Mohamed Simakan,82,fut-champions,RB,France,Bundesliga,RB Leipzig,76,43,67,69,85,83
2241,Edinson Cavani,82,world-cup-player,ST,Uruguay,World Cup,Uruguay,62,84,69,73,52,74
2242,Mohamed Simakan,82,team-of-the-week,RB,France,Bundesliga,RB Leipzig,76,43,67,69,85,83
2243,Giovani Lo Celso,82,world-cup-player,CM,Argentina,World Cup,Argentina,72,76,84,85,69,73
2244,André-Franck Zambo An...,82,world-cup-player,CDM,Cameroon,World Cup,Cameroon,79,69,72,82,81,85
2245,Lucas Torreira,82,world-cup-player,CDM,Uruguay,World Cup,Uruguay,73,71,77,81,79,77
2246,Rodrygo,82,world-cup-player,RW,Brazil,World Cup,Brazil,89,77,75,85,33,57
2247,Nicolás Tagliafico,82,world-cup-player,LB,Argentina,World Cup,Argentina,81,57,73,76,81,81
2248,Palhinha,82,world-cup-player,CDM,Portugal,World Cup,Portugal,64,66,71,73,83,90
2249,Thomas Delaney,82,world-cup-player,CDM,Denmark,World Cup,Denmark,73,72,75,74,83,82
2250,Dayot Upamecano,82,world-cup-player,CB,France,World Cup,France,83,44,62,69,81,82
2251,Manuel Akanji,82,world-cup-player,CB,Switzerland,World Cup,Switzerland,78,49,71,75,84,79
2252,Bruno Guimarães,82,world-cup-player,CM,Brazil,World Cup,Brazil,70,68,80,82,77,78
2253,Harry Maguire,82,world-cup-player,CB,England,World Cup,England,49,58,69,68,81,85
2254,David Raum,82,world-cup-player,LWB,Germany,World Cup,Germany,88,60,78,79,72,78
2255,Ricardo Horta,82,world-cup-player,CF,Portugal,World Cup,Portugal,80,83,80,81,44,71
2256,Hirving Lozano,82,world-cup-player,RW,Mexico,World Cup,Mexico,94,77,73,83,42,63
2257,Ibrahima Konaté,82,world-cup-player,CB,France,World Cup,France,79,35,58,68,83,81
2258,Lucas Ocampos,82,world-cup-player,LW,Argentina,World Cup,Argentina,81,82,78,83,63,84
2259,Pablo Sarabia,82,world-cup-player,RW,Spain,World Cup,Spain,74,77,83,83,58,60
2260,Nicolás Otamendi,82,world-cup-player,CB,Argentina,World Cup,Argentina,64,58,63,60,84,82
2261,Richarlison,82,world-cup-player,ST,Brazil,World Cup,Brazil,83,80,73,83,54,80
2262,Guido Rodríguez,82,world-cup-player,CDM,Argentina,World Cup,Argentina,52,58,72,69,85,78
2263,Gareth Bale,82,world-cup-player,RW,Wales,World Cup,Wales,81,85,82,80,56,70
2264,Jesús Corona,82,world-cup-player,RW,Mexico,World Cup,Mexico,83,66,81,87,74,68
2265,Pedro Porro,82,world-cup-player,RWB,Spain,World Cup,Spain,83,72,76,81,76,79
2266,Mario Götze,82,world-cup-player,CAM,Germany,World Cup,Germany,68,75,84,85,56,68
2267,Kalvin Phillips,82,world-cup-player,CDM,England,World Cup,England,67,66,78,77,80,83
2268,Denis Zakaria,82,world-cup-player,CDM,Switzerland,World Cup,Switzerland,83,65,74,78,81,86
2269,Mehdi Taremi,82,world-cup-player,ST,Iran,World Cup,Iran,78,81,75,82,39,73
2270,Pepe,82,world-cup-player,CB,Portugal,World Cup,Portugal,78,52,61,62,82,88
2271,James Ward-Prowse,82,world-cup-player,CM,England,World Cup,England,60,75,87,79,68,74
2272,Jamal Musiala,82,world-cup-player,CM,Germany,World Cup,Germany,76,74,76,88,64,61
2273,Joško Gvardiol,82,world-cup-player,CB,Croatia,World Cup,Croatia,83,55,70,75,81,84
2274,João Moutinho,82,world-cup-player,CM,Portugal,World Cup,Portugal,48,72,85,80,72,67
2275,Jan Vertonghen,82,world-cup-player,CB,Belgium,World Cup,Belgium,70,63,73,68,84,79
2276,Lisandro Martínez,82,world-cup-player,CB,Argentina,World Cup,Argentina,73,61,77,78,83,84
2277,Marcus Edwards,82,team-of-the-week,RW,England,Liga Portugal,Sporting CP,89,77,75,88,37,53
2278,Giacomo Bonaventura,82,team-of-the-week,CM,Italy,Serie A TIM,Fiorentina,74,80,84,85,75,70
2279,Alassane Plea,82,team-of-the-week,CAM,France,Bundesliga,M'gladbach,77,84,83,83,43,78
2280,Alexandr Golovin,82,team-of-the-week,LM,Russia,Ligue 1 Uber Eats,AS Monaco,81,76,82,85,63,70
2281,Ezequiel Ávila,82,team-of-the-week,RM,Argentina,LaLiga Santander,CA Osasuna,83,84,69,82,47,86
2282,Paul Ebere Onuachu,82,team-of-the-week,ST,Nigeria,1A Pro League,KRC Genk,74,82,66,74,48,85
2283,Paul Ebere Onuachu,82,team-of-the-week,ST,Nigeria,1A Pro League,KRC Genk,74,82,66,74,48,85
2284,Bruno Peres,82,squad-foundations,RB,Brazil,Süper Lig,Trabzonspor,89,70,76,82,80,82
2285,Nikola Vlašić,82,team-of-the-week,CF,Croatia,Serie A TIM,Torino,83,80,79,85,51,73
2286,Callum Wilson,82,team-of-the-week,ST,England,Premier League,Newcastle Utd,84,82,70,81,45,79
2287,Aurélio Buta,82,rulebreakers,RM,Portugal,Bundesliga,Frankfurt,90,83,78,82,71,76
2288,Enzo Fernández,82,team-of-the-week,CM,Argentina,Liga Portugal,SL Benfica,79,76,81,82,77,84
2289,Ramy Bensebaini,82,team-of-the-week,LB,Algeria,Bundesliga,M'gladbach,75,68,77,79,81,83
2290,Cristian Roldan,82,rulebreakers,RM,United States,Major League Soccer,Sounders FC,83,83,78,79,67,83
2291,Nicolas Pépé,82,team-of-the-week,RW,Ivory Coast,Ligue 1 Uber Eats,OGC Nice,90,81,78,85,40,66
2292,Anthony Modeste,82,team-of-the-week,ST,France,Bundesliga,Borussia Dortmund,73,82,67,74,38,83
2293,Jonathan David,82,team-of-the-week,ST,Canada,Ligue 1 Uber Eats,LOSC Lille,86,83,75,81,36,75
2294,Reinildo,82,team-of-the-week,LB,Mozambique,LaLiga Santander,Atlético de Madrid,84,57,70,78,82,81
2295,Brahim,82,team-of-the-week,CAM,Spain,Serie A TIM,Milan,83,74,81,86,34,55
2296,Adam Marušić,82,team-of-the-week,LB,Montenegro,Serie A TIM,Latium,87,69,71,78,79,82
2297,Lutsharel Geertruida,82,squad-foundations,RB,Netherlands,Eredivisie,Feyenoord,85,57,75,78,81,82
2298,Joel Soñora,82,squad-foundations,CAM,United States,Liga Portugal,Marítimo,91,81,82,86,65,70
2299,DeJuan Jones,82,squad-foundations,LB,United States,Major League Soccer,New England,90,65,75,79,77,85
2300,Scott Twine,82,squad-foundations,LW,England,EFL Championship,Burnley,94,80,82,83,65,60
2301,Jamie Shackleton,82,squad-foundations,RB,England,EFL Championship,Millwall,91,55,77,84,78,80
2302,Leandro Trossard,82,team-of-the-week,LW,Belgium,Premier League,Brighton,85,81,80,84,34,66
2303,Kim Min Jae,82,potm-serie-a,CB,Korea Republic,Serie A TIM,Napoli,81,37,62,67,83,85
2304,Aleksandar Mitrović,82,team-of-the-week,ST,Serbia,Premier League,Fulham,69,84,61,76,32,91
2305,Diogo Dalot,82,team-of-the-week,RB,Portugal,Premier League,Manchester Utd,83,65,78,82,78,81
2306,Giacomo Raspadori,82,team-of-the-week,ST,Italy,Serie A TIM,Napoli,84,82,72,83,31,62
2307,Antony,82,rare,RW,Brazil,Premier League,Manchester Utd,93,74,75,86,39,69
2308,Luke O'Nien,82,storyline,CDM,England,EFL Championship,Sunderland,79,67,75,76,80,82
2309,Idrissa Gueye,82,rare,CDM,Senegal,Premier League,Everton,67,66,72,78,83,76
2310,Lucas Paquetá,82,rare,CAM,Brazil,Premier League,West Ham,72,78,79,85,69,78
2311,Mário Rui,82,team-of-the-week,LB,Portugal,Serie A TIM,Napoli,85,58,78,82,77,70
2312,Pablo Maffeo,82,team-of-the-week,RWB,Spain,LaLiga Santander,RCD Mallorca,87,57,72,82,79,74
2313,Sikou Niakaté,82,storyline,CB,France,Liga Portugal,SC Braga,74,40,60,69,79,83
2314,Francesco Acerbi,82,common,CB,Italy,Serie A TIM,Inter,62,50,64,64,85,78
2315,Neraysho Kasanwirjo,82,storyline,RB,Netherlands,Eredivisie,FC Groningen,82,50,66,70,79,81
2316,Aritz Elustondo,82,common,CB,Spain,LaLiga Santander,Real Sociedad,64,39,65,62,82,78
2317,Andrej Kramarić,82,rare,CF,Croatia,Bundesliga,TSG Hoffenheim,71,81,79,85,30,72
2318,Steven Berghuis,82,rare,CAM,Netherlands,Eredivisie,Ajax,80,82,83,82,40,69
2319,Tammy Abraham,82,rare,ST,England,Serie A TIM,Roma FC,83,81,66,78,36,80
2320,Raphaël Guerreiro,82,common,LB,Portugal,Bundesliga,Borussia Dortmund,74,77,86,87,75,55
2321,Denzel Dumfries,82,rare,RWB,Netherlands,Serie A TIM,Inter,83,63,70,73,78,89
2322,Ferran Torres,82,rare,LW,Spain,LaLiga Santander,FC Barcelona,84,79,79,83,35,67
2323,Ivan Rakitić,82,rare,CM,Croatia,LaLiga Santander,Sevilla FC,53,80,86,78,75,68
2324,Yuri Berchiche,82,rare,LB,Spain,LaLiga Santander,Athletic Club,81,68,76,76,79,82
2325,Darwin Núñez,82,rare,ST,Uruguay,Premier League,Liverpool,89,82,68,77,42,86
2326,Ismaël Bennacer,82,rare,CDM,Algeria,Serie A TIM,Milan,77,68,80,86,77,76
2327,Raúl Albiol,82,common,CB,Spain,LaLiga Santander,Villarreal CF,38,41,62,63,85,71
2328,Olivier Giroud,82,common,ST,France,Serie A TIM,Milan,42,83,72,73,42,78
2329,Andreas Christensen,82,rare,CB,Denmark,LaLiga Santander,FC Barcelona,68,32,66,70,84,74
2330,Julian Brandt,82,rare,CAM,Germany,Bundesliga,Borussia Dortmund,67,78,82,85,48,65
2331,Christian Pulisic,82,rare,LW,United States,Premier League,Chelsea,87,71,73,86,37,59
2332,Francesco Acerbi,82,nif,CB,Italy,Serie A TIM,Inter,62,50,64,64,85,78
2333,Sebastián Coates,82,rare,CB,Uruguay,Liga Portugal,Sporting CP,68,49,55,62,84,87
2334,Gayà,82,rare,LB,Spain,LaLiga Santander,Valencia CF,83,61,76,80,78,73
2335,James Maddison,82,rare,CAM,England,Premier League,Leicester City,73,78,84,85,54,62
2336,Timo Werner,82,rare,ST,Germany,Bundesliga,RB Leipzig,90,80,69,82,35,69
2337,Nacho Fernández,82,rare,CB,Spain,LaLiga Santander,Real Madrid,75,37,69,70,82,80
2338,Rafa,82,rare,RW,Portugal,Liga Portugal,SL Benfica,91,73,75,86,50,52
2339,Iñigo Martínez,82,rare,CB,Spain,LaLiga Santander,Athletic Club,71,56,67,61,82,80
2340,Lucas Digne,82,common,LB,France,Premier League,Aston Villa,78,69,80,79,77,76
2341,Marko Arnautović,82,rare,ST,Austria,Serie A TIM,Bologna,78,82,79,79,44,82
2342,Nico Schlotterbeck,82,rare,CB,Germany,Bundesliga,Borussia Dortmund,76,56,66,72,84,78
2343,Geoffrey Kondogbia,82,rare,CM,CAR,LaLiga Santander,Atlético de Madrid,68,75,77,76,81,88
2344,Dani Olmo,82,rare,CAM,Spain,Bundesliga,RB Leipzig,67,76,81,86,50,60
2345,Florian Wirtz,82,rare,CAM,Germany,Bundesliga,Leverkusen,78,73,80,86,51,60
2346,Arnaut Danjuma,82,rare,LM,Netherlands,LaLiga Santander,Villarreal CF,88,81,75,82,42,68
2347,Luis Muriel,82,rare,ST,Colombia,Serie A TIM,Bergamo Calcio,89,83,74,86,27,67
2348,Leonardo Spinazzola,82,rare,LWB,Italy,Serie A TIM,Roma FC,91,64,73,80,78,69
2349,Idrissa Gueye,82,nif,CDM,Senegal,Premier League,Everton,67,66,72,78,83,76
2350,Gabriel Paulista,82,rare,CB,Brazil,LaLiga Santander,Valencia CF,67,49,71,65,84,83
2351,Otávio,82,rare,RM,Portugal,Liga Portugal,FC Porto,78,69,80,85,63,71
2352,Raúl Jiménez,82,common,ST,Mexico,Premier League,Wolves,73,81,76,80,47,82
2353,Azpilicueta,82,common,CB,Spain,Premier League,Chelsea,64,55,76,72,84,76
2354,Wilfried Zaha,82,rare,LW,Ivory Coast,Premier League,Crystal Palace,91,79,73,86,37,76
2355,Aurélien Tchouaméni,82,rare,CM,France,LaLiga Santander,Real Madrid,70,70,79,78,81,82
2356,Anderson Talisca,82,rare,CF,Brazil,Rest of World,Al Nassr,80,82,78,83,52,75
2357,Ruslan Malinovskyi,82,rare,CF,Ukraine,Serie A TIM,Bergamo Calcio,76,81,83,81,64,80
2358,Willi Orban,82,common,CB,Hungary,Bundesliga,RB Leipzig,57,36,53,56,84,81
2359,Christian Eriksen,82,rare,CM,Denmark,Premier League,Manchester Utd,61,78,88,80,53,52
2360,Zlatan Ibrahimović,82,rare,ST,Sweden,Serie A TIM,Milan,58,85,76,77,34,72
2361,Jonathan Tah,82,rare,CB,Germany,Bundesliga,Leverkusen,67,37,59,61,83,85
2362,Coutinho,82,rare,CAM,Brazil,Premier League,Aston Villa,62,79,80,88,52,59
2363,Isco,82,rare,CAM,Spain,LaLiga Santander,Sevilla FC,65,75,80,88,59,58
2364,Toby Alderweireld,82,common,CB,Belgium,1A Pro League,Royal Antwerp FC,57,55,70,67,85,75
